office_name,website,root_domain,gemeente,plaats,provincie,aanbod_url,aanbod_url_quality,confidence,needs_review,source_adapter,score,status,review_reason,evidence
Brands Bedrijfsmakelaardij,https://www.brandsbedrijfsmakelaardij.nl,brandsbedrijfsmakelaardij.nl,Oisterwijk,Oisterwijk,Noord-Brabant,https://www.brandsbedrijfsmakelaardij.nl/aanbod/bedrijfsaanbod/boxtel/koop/bedrijf-875526-Stationsstraat-14,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Elzen Winkelman Makelaars,https://www.elzenwinkelman.nl,elzenwinkelman.nl,Oisterwijk,Oisterwijk,Noord-Brabant,https://www.elzenwinkelman.nl/aanbod/woningaanbod/bestaande-bouw,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Fijne Makelaar,http://www.fijnemakelaar.nl,fijnemakelaar.nl,Oisterwijk,Oisterwijk,Noord-Brabant,http://www.fijnemakelaar.nl/woningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Finesse Makelaardij,http://www.finesse-makelaardij.nl,finesse-makelaardij.nl,Oisterwijk,Oisterwijk,Noord-Brabant,http://www.finesse-makelaardij.nl/aanbod/woningaanbod/goirle/koop/huis-10056470-De-Vloed-20,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Gerritse Makelaardij,https://www.gerritsemakelaardij.nl,gerritsemakelaardij.nl,Oisterwijk,Oisterwijk,Noord-Brabant,https://www.gerritsemakelaardij.nl/verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Gijs Claassen Vastgoed advies,https://www.gijsclaassen.nl,gijsclaassen.nl,Oisterwijk,Oisterwijk,Noord-Brabant,https://www.gijsclaassen.nl,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: missing listing signal; missing listing signal,website_exists=true | makelaar_signals=vastgoed | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal
Kroon Makelaardij,http://www.kroonhuis.nl,kroonhuis.nl,Oisterwijk,Oisterwijk,Noord-Brabant,https://kroonhuis.nl/te-koop-moergestel,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Lelieveld makelaardij,http://www.lelieveldmakelaardij.com,lelieveldmakelaardij.com,Oisterwijk,Oisterwijk,Noord-Brabant,https://www.lelieveldmakelaardij.nl/aanbod/twee-onder-een-kapwoning-van-de-pollstraat-3-vught,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Marcel Panis Makelaardij,http://www.panis.nl,panis.nl,Oisterwijk,Oisterwijk,Noord-Brabant,http://www.panis.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,Oosterhout,Oosterhout,Noord-Brabant,http://www.biemansmade.nl/nl/diensten/verkoop,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'"
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,Oosterhout,Oosterhout,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.biemansmakelaardij.nl/aanbod,http://www.biemansmakelaardij.nl/woningaanbod,http://www.biemansmakelaardij.nl/koopwoningen"
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,Oosterhout,Oosterhout,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.bogaersmakelaardij.nl/aanbod,http://www.bogaersmakelaardij.nl/woningaanbod,http://www.bogaersmakelaardij.nl/koopwoningen"
De Zeeuw Makelaars,https://www.dezeeuwmakelaars.nl,dezeeuwmakelaars.nl,Oosterhout,Oosterhout,Noord-Brabant,https://www.dezeeuwmakelaars.nl/aanbod/vrijstaande-woning-bizethof-6-raamsdonksveer,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
ERA makelaars Oosterhout,http://www.eraoosterhout.nl,eraoosterhout.nl,Oosterhout,Oosterhout,Noord-Brabant,http://www.eraoosterhout.nl/makelaar/oosterhout-nb/ijsvogelvlinder/era-makelaars-oosterhout/huizenaanbod,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,era | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,Oosterhout,Oosterhout,Noord-Brabant,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Klijsen Makelaars & Adviseurs,http://www.klijsen.nl,klijsen.nl,Oosterhout,Oosterhout,Noord-Brabant,https://www.klijsen.nl/agrarisch-grond-te-koop-grond-kopen-in-noord-brabant,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Marjoleine Rinsma Makelaardij,http://www.mrmakelaardij.nl,mrmakelaardij.nl,Oosterhout,Oosterhout,Noord-Brabant,http://www.mrmakelaardij.nl/aanbod/woningaanbod?inclkoop=true&inclhuur=false,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Noud Kops Woning-en Bedrijfsmakelaardij en Verzekeringen,http://www.noudkopsmakelaardij.nl,noudkopsmakelaardij.nl,Oosterhout,Oosterhout,Noord-Brabant,http://www.noudkopsmakelaardij.nl/aanbod/woningaanbod/oosterhout/koop/huis-10166294-Leeuwenstraat-28,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Plas & De Vegt Makelaardij B.V.,http://www.vdplas.nl,vdplas.nl,Oosterhout,Oosterhout,Noord-Brabant,http://www.vdplas.nl/aanbod/woningaanbod/oosterhout/koop/huis-10223868-Zwanendonk-2,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Verbrugge Makelaardij b.v.,http://www.verbrugge.com,verbrugge.com,Oosterhout,Oosterhout,Noord-Brabant,http://www.verbrugge.com/huizen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Bato Makelaars,http://www.batomakelaars.nl,batomakelaars.nl,Oss,Oss,Noord-Brabant,http://www.batomakelaars.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Becks Makelaardij,http://www.becksmakelaardij.nl,becksmakelaardij.nl,Oss,Oss,Noord-Brabant,http://www.becksmakelaardij.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Den Otter Van Vliet,https://www.denottervanvliet.nl,denottervanvliet.nl,Oss,Oss,Noord-Brabant,https://denottervanvliet.nl/aan-en-verkoop,valid,0.85,false,seed,70,valid,contains listing signal,website_exists=true | makelaar_signals=koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Digimakelaars.nl,http://www.digimakelaars.nl,digimakelaars.nl,Oss,Oss,Noord-Brabant,https://digimakelaars.nl/funda-verkoop-samen-actief,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Heuvel Makelaars,https://heuvelmakelaars.nl,heuvelmakelaars.nl,Oss,Oss,Noord-Brabant,https://heuvelmakelaars.nl/woningaanbod/koop/oss/verdistraat-148-oss,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Jansen & Van Tuijl Makelaars o.g.,http://www.jansen-vantuijl.nl,jansen-vantuijl.nl,Oss,Oss,Noord-Brabant,http://www.jansen-vantuijl.nl/aanbod/woningaanbod/oss/koop/huis-8457399-Bernhardlaan-43,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
KOMwonen,https://www.kom-wonen.nl,kom-wonen.nl,Oss,Oss,Noord-Brabant,https://www.kom-wonen.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van der Krabben Makelaardij b.v.,http://www.krabben.nl,krabben.nl,Oss,Oss,Noord-Brabant,https://www.krabben.nl/wonen/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
De Landerije Maas en Waal,https://www.landerije.nl/maasenwaal,landerije.nl,Oss,Oss,Noord-Brabant,https://www.landerije.nl/diensten/stille-verkoop,suspect,0.65,true,seed,0,missing,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',website_exists=true | makelaar_signals=koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'diensten'
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,Oss,Oss,Noord-Brabant,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,0.85,false,seed,60,suspect,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Kaam Makelaardij o.z.,http://www.vankaammakelaardij.nl,vankaammakelaardij.nl,Oss,Oss,Noord-Brabant,http://www.vankaammakelaardij.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Ben Straatman Makelaardij,http://www.benstraatman.nl,benstraatman.nl,Reusel-De Mierden,Reusel De Mierden,Noord-Brabant,https://benstraatman.nl/vrijblijvend-verkoopadvies,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'verkoopadvies'; contains excluded token 'verkoopadvies',"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'verkoopadvies'"
Nathalie van Gisbergen Lommers Makelaars,http://www.lommersmakelaars.nl,lommersmakelaars.nl,Reusel-De Mierden,Reusel De Mierden,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.lommersmakelaars.nl/aanbod,http://www.lommersmakelaars.nl/woningaanbod,http://www.lommersmakelaars.nl/koopwoningen"
Marian Kemink Makelaardij,http://www.mariankemink.nl,mariankemink.nl,Reusel-De Mierden,Reusel De Mierden,Noord-Brabant,http://www.mariankemink.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kees Buijsen Makelaars,https://www.buijsenmakelaars.nl,buijsenmakelaars.nl,Roosendaal,Roosendaal,Noord-Brabant,https://www.buijsenmakelaars.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
C&R Makelaars B.V.,https://www.crmakelaars.nl,crmakelaars.nl,Roosendaal,Roosendaal,Noord-Brabant,https://www.crmakelaars.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
SuijkerBuijk bedrijfs Onroerend Goed,http://www.cs-makelaars.nl,cs-makelaars.nl,Roosendaal,Roosendaal,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.cs-makelaars.nl/aanbod,http://www.cs-makelaars.nl/woningaanbod,http://www.cs-makelaars.nl/koopwoningen"
In de Roos Makelaardij B.V.,https://www.inderoosmakelaardij.nl,inderoosmakelaardij.nl,Roosendaal,Roosendaal,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.inderoosmakelaardij.nl/aanbod,https://www.inderoosmakelaardij.nl/woningaanbod,https://www.inderoosmakelaardij.nl/koopwoningen"
Johan uw makelaar,http://www.johanuwmakelaar.nl,johanuwmakelaar.nl,Roosendaal,Roosendaal,Noord-Brabant,http://www.johanuwmakelaar.nl/aanbod/woningaanbod/roosendaal/koop/huis-10054302-Boomgaardstraat-1d,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Lenaers Makelaardij,http://www.lenaers.nl,lenaers.nl,Roosendaal,Roosendaal,Noord-Brabant,http://www.lenaers.nl/aanbod/bedrijfsaanbod/roosendaal/koop/bedrijf-874670-Bredaseweg-22,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Ludo van der Eijken Makelaardij o.g. B.V.,http://www.ludovandereijken.nl,ludovandereijken.nl,Roosendaal,Roosendaal,Noord-Brabant,http://www.ludovandereijken.nl/woningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Noortje van der Maat Makelaardij,http://www.noortjevandermaat.nl,noortjevandermaat.nl,Roosendaal,Roosendaal,Noord-Brabant,http://www.noortjevandermaat.nl/index.html,suspect,0.65,true,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal"
Vermunt Makelaardij B.V.,http://www.vermunt-makelaardij.nl,vermunt-makelaardij.nl,Roosendaal,Roosendaal,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.vermunt-makelaardij.nl/aanbod,http://www.vermunt-makelaardij.nl/woningaanbod,http://www.vermunt-makelaardij.nl/koopwoningen"
Van Hassel Makelaars o.g.,http://www.vanhasselmakelaars.nl,vanhasselmakelaars.nl,Rucphen,Rucphen,Noord-Brabant,https://www.vanhasselmakelaars.nl/wonen/verkoop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Romeynders Makelaardij B.V.,http://www.romeynders.nl,romeynders.nl,Sint-Michielsgestel,Sint Michielsgestel,Noord-Brabant,http://www.romeynders.nl/aanbod/woningaanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Staete Makelaars De Meierij,http://www.staete.nl,staete.nl,Sint-Michielsgestel,Sint Michielsgestel,Noord-Brabant,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Berkers Taxaties,https://www.berkerstaxaties.nl,berkerstaxaties.nl,Someren,Someren,Noord-Brabant,,missing,0.65,true,seed,0,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.berkerstaxaties.nl/aanbod,https://www.berkerstaxaties.nl/woningaanbod,https://www.berkerstaxaties.nl/koopwoningen"
Beter Wonen makelaardij Helma de Corte,http://www.beterwonenmakelaardij.nl,beterwonenmakelaardij.nl,Someren,Someren,Noord-Brabant,http://www.beterwonenmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10304094-Peelkesakker-38,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Tulkens Makelaardij,http://www.tulkensmakelaardij.nl,tulkensmakelaardij.nl,Someren,Someren,Noord-Brabant,http://www.tulkensmakelaardij.nl/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Houts Makelaardij,http://www.vanhoutsmakelaardij.nl,vanhoutsmakelaardij.nl,Someren,Someren,Noord-Brabant,http://www.vanhoutsmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10288622-Berkelaar-23,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kruijswijk Makelaardij o.g.,http://www.kruijswijkmakelaardij.nl,kruijswijkmakelaardij.nl,Son en Breugel,Son En Breugel,Noord-Brabant,http://www.kruijswijkmakelaardij.nl/nieuws/een-aankoopmakelaar-helpt-met-de-aankoop-van-uw-droomhuis,suspect,0.65,true,seed,20,missing,suspect koopaanbod_url: contains excluded token 'nieuws'; contains excluded token 'nieuws',"website_exists=true | makelaar_signals=makelaar,makelaardij,koop | aanbod_url_status=suspect | aanbod_url_reason=contains excluded token 'nieuws'"
ViaLinda,https://www.vialinda.nl,vialinda.nl,Son en Breugel,Son En Breugel,Noord-Brabant,,missing,0.65,true,seed,20,missing,missing koopaanbod_url; missing aanbod_url,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=https://www.vialinda.nl/aanbod,https://www.vialinda.nl/woningaanbod,https://www.vialinda.nl/koopwoningen"
Van Roon Makelaardij & Taxaties B.V.,http://www.vrmt.nl,vrmt.nl,Son en Breugel,Son En Breugel,Noord-Brabant,http://www.vrmt.nl/aanbod/woningaanbod/son-en-breugel/koop/huis-10201980-Kanaaldijk-Noord-16,valid,0.85,false,seed,60,suspect,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Content+ Pieter Hommel,https://www.contentplus.nl,contentplus.nl,Steenbergen,Steenbergen,Noord-Brabant,https://contentplus.nl/woningaanbod?status%5B%5D=BESCHIKBAAR,valid,0.85,false,seed,70,valid,contains listing signal,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal
Architectuurmakelaar,http://www.architectuurmakelaar.nl,architectuurmakelaar.nl,Tilburg,Tilburg,Noord-Brabant,http://www.architectuurmakelaar.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
CVDA Makelaars en Taxateurs,https://www.cvda.nl,cvda.nl,Tilburg,Tilburg,Noord-Brabant,https://www.cvda.nl/aanbod/woningaanbod/tilburg/koop/huis-10291668-Besterdplein-2505,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
David de Leeuw Bedrijfsmakelaar,http://www.daviddeleeuw.nl,daviddeleeuw.nl,Tilburg,Tilburg,Noord-Brabant,http://www.daviddeleeuw.nl/aanbod/bedrijfsaanbod/tilburg/koop/bedrijf-848358-Jellinghausstraat-220,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
De Bont Makelaardij B.V.,http://www.debontmakelaardij.nl,debontmakelaardij.nl,Tilburg,Tilburg,Noord-Brabant,http://www.debontmakelaardij.nl/MenuID/88734/Woning,suspect,0.65,true,seed,40,suspect,suspect koopaanbod_url: missing listing signal; missing listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal"
Hans van Berkel Makelaardij,http://www.hansvanberkel.nl,hansvanberkel.nl,Tilburg,Tilburg,Noord-Brabant,http://www.hansvanberkel.nl/aanbod/woningaanbod/tilburg/koop/huis-10139642-Oude-Hilvarenbeekseweg-702,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Hart van Brabant Makelaardij B.V.,http://www.hartvanbrabantmakelaardij.nl,hartvanbrabantmakelaardij.nl,Tilburg,Tilburg,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.hartvanbrabantmakelaardij.nl/aanbod,http://www.hartvanbrabantmakelaardij.nl/woningaanbod,http://www.hartvanbrabantmakelaardij.nl/koopwoningen"
Hendriks Makelaardij Tilburg,http://www.hendriks.nl,hendriks.nl,Tilburg,Tilburg,Noord-Brabant,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Van Heeswijk Jansen Makelaars,http://www.hj-makelaars.nl,hj-makelaars.nl,Tilburg,Tilburg,Noord-Brabant,,missing,0.65,true,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | suggested_aanbod_paths=http://www.hj-makelaars.nl/aanbod,http://www.hj-makelaars.nl/woningaanbod,http://www.hj-makelaars.nl/koopwoningen"
M&S powered bij HRS,http://www.hrs.nl,hrs.nl,Tilburg,Tilburg,Noord-Brabant,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,0.85,false,seed,70,valid,contains listing signal,"website_exists=true | makelaar_signals=wonen,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Kern Makelaars Tilburg B.V.,http://www.kernmakelaars.nl,kernmakelaars.nl,Tilburg,Tilburg,Noord-Brabant,https://www.kernmakelaars.nl/aanbod/nu-in-verkoop,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
KIN Makelaars Tilburg B.V.,http://www.kinmakelaars.nl,kinmakelaars.nl,Tilburg,Tilburg,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Karin Meier Mattern Makelaars,http://www.kmm-makelaars.nl,kmm-makelaars.nl,Tilburg,Tilburg,Noord-Brabant,https://kmm-makelaars.nl/aanbod,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Lemmens Makelaardij B.V.,http://www.lemmens.nl,lemmens.nl,Tilburg,Tilburg,Noord-Brabant,http://www.lemmens.nl/woningaanbod/koop/tilburg/valentijnstraat/20,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Lupker Makelaardij,http://www.lupkermakelaardij.nl,lupkermakelaardij.nl,Tilburg,Tilburg,Noord-Brabant,http://www.lupkermakelaardij.nl/aanbod/woningaanbod/tilburg/koop/huis-10219718-Niers-17,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Mathilde Waslander Makelaardij,http://www.mwmakelaardij.nl,mwmakelaardij.nl,Tilburg,Tilburg,Noord-Brabant,https://www.funda.nl/makelaars/tilburg/13157-mathilde-waslander-makelaardij/woningaanbod/koop/heel-nederland,valid,0.85,false,seed,100,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Makelaars- en Assurantiekantoor og bv J.H. Oldenkotte & Zn.,http://www.oldenkotte.com,oldenkotte.com,Tilburg,Tilburg,Noord-Brabant,http://www.oldenkotte.com/aanbod/woningaanbod/koop,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
Tivoli Woningmakelaars B.V.,https://www.tivoliwoningmakelaars.nl,tivoliwoningmakelaars.nl,Tilburg,Tilburg,Noord-Brabant,https://tivoliwoningmakelaars.nl/woningen,valid,0.85,false,seed,90,valid,contains listing signal,"website_exists=true | makelaar_signals=makelaar,woningen | aanbod_url_status=valid | aanbod_url_reason=contains listing signal"
