office_name,website,root_domain,raw_place,normalized_place,gemeente,plaats,place_status,place_review_reason,provincie,aanbod_url,aanbod_url_quality,aanbod_detection_method,aanbod_detection_score,aanbod_validation_reason,confidence,needs_review,source_adapter,source_origin,score,status,review_reason,rejection_reason,notes,osm_type,osm_id,osm_website,osm_contact_website,osm_city,osm_postcode,osm_phone,osm_contact_phone,osm_email,osm_contact_email,osm_lat,osm_lon,evidence
Makelaardij Christian,,,Boxtel,Boxtel,Boxtel,Boxtel,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,"website_exists=false | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0"
Nuyens Makelaars,http://www.nuyensmakelaars.nl,nuyensmakelaars.nl,Boxtel,Boxtel,Boxtel,Boxtel,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.nuyensmakelaars.nl/aanbod,http://www.nuyensmakelaars.nl/woningaanbod,http://www.nuyensmakelaars.nl/koopwoningen"
Staete Makelaars Boxtel,https://www.staete.nl,staete.nl,Boxtel,Boxtel,Boxtel,Boxtel,current_gemeente,,Noord-Brabant,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Tijn Maas Makelaardij,https://www.tm-makelaardij.nl,tm-makelaardij.nl,Boxtel,Boxtel,Boxtel,Boxtel,current_gemeente,,Noord-Brabant,https://www.tm-makelaardij.nl/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Ven Makelaardij,,,Boxtel,Boxtel,Boxtel,Boxtel,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,"website_exists=false | makelaar_signals=makelaar,makelaardij | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0"
Bastia Real Estate BV,https://www.bastiarealestate.com,bastiarealestate.com,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://bastiarealestate.com/woningaanbod/kwaadeindstraat-95-tilburg,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,website_exists=true | makelaar_signals=aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75
Bastiaansen van den Bemd Makelaars Taxateurs,https://www.b-vdb.nl,b-vdb.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.b-vdb.nl/aanbod,https://www.b-vdb.nl/woningaanbod,https://www.b-vdb.nl/koopwoningen"
Bink & Partners,http://www.binkenpartners.nl,binkenpartners.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://binkenpartners.nl/huis-verkopen-breda,suspect,existing_seed_url,30,missing listing signal,0.65,true,seed,seed,30,missing,suspect koopaanbod_url: missing listing signal; missing listing signal,,,,,,,,,,,,,,,website_exists=true | aanbod_url_status=suspect | aanbod_url_reason=missing listing signal | aanbod_detection_method=existing_seed_url | aanbod_detection_score=30
Crielaers Makelaardij & Taxaties,https://www.crielaersmakelaardij.nl,crielaersmakelaardij.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.crielaersmakelaardij.nl/aanbod/woningaanbod/breda/koop/huis-10073758-Bernard-de-Wildestraat-600,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,70,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Egan Makelaardij B.V.,https://www.eganmakelaardij.nl,eganmakelaardij.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.funda.nl/makelaars/breda/19403-egan-makelaardij-bv/woningaanbod/koop/heel-nederland,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
ERA Focus Makelaars Breda B.V.,http://www.erafocus.nl,erafocus.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,50,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,era | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.erafocus.nl/aanbod,http://www.erafocus.nl/woningaanbod,http://www.erafocus.nl/koopwoningen"
Hendriks Makelaardij Breda,http://www.hendriks.nl,hendriks.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Hypodomus Makelaars Breda,http://www.hypodomus-breda.nl,hypodomus-breda.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,http://www.hypodomus-breda.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Ideale Makelaar,https://www.idealemakelaar.nl,idealemakelaar.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Kern Makelaars Breda B.V.,http://www.kernmakelaars.nl,kernmakelaars.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.kernmakelaars.nl/aanbod/nu-in-verkoop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
KIN Makelaars Breda B.V.,http://www.kinmakelaars.nl,kinmakelaars.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
LUC Vastgoed Adviseurs,https://www.lucvastgoed.nl,lucvastgoed.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://www.lucvastgoed.nl/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,70,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=vastgoed,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Makelaarshuys Johanna en Gijs,https://makelaarshuysjohanna.nl,makelaarshuysjohanna.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://makelaarshuysjohanna.nl/aanbod/woningaanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Roga Makelaars B.V.,http://www.rogamakelaars.nl,rogamakelaars.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.rogamakelaars.nl/aanbod,http://www.rogamakelaars.nl/woningaanbod,http://www.rogamakelaars.nl/koopwoningen"
Steverink en Partners,http://www.steverink.nl,steverink.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,http://www.steverink.nl/binnenkort-in-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,70,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,website_exists=true | makelaar_signals=koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75
Storimans en Partners,https://www.storimansenpartners.nl,storimansenpartners.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,20,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.storimansenpartners.nl/aanbod,https://www.storimansenpartners.nl/woningaanbod,https://www.storimansenpartners.nl/koopwoningen"
Taxatie 4u,,,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,0,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0
Van Bragt Makelaars & Taxateurs,,,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.40,true,seed,seed,20,rejected,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,scored_rejected,,,,,,,,,,,,,,website_exists=false | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0
Van de Water Makelaars Breda,http://www.vandewatergroep.nl,vandewatergroep.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,https://vandewatergroep.nl/nieuwbouw/project/zevenbergen-markant-verkoop-gestart-schrijf-je-nu-in,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,100,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Van der Sande Makelaars,http://www.vandersande.nl,vandersande.nl,Breda,Breda,Breda,Breda,current_gemeente,,Noord-Brabant,http://www.vandersande.nl/wonen/binnenkort-in-de-verkoop,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,90,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,wonen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Bart Hut Makelaardij,http://www.barthutmakelaardij.nl,barthutmakelaardij.nl,Cranendonck,Cranendonck,Cranendonck,Cranendonck,current_gemeente,,Noord-Brabant,http://www.barthutmakelaardij.nl/aanbod/woningaanbod/maarheeze/koop/huis-10069812-Gagelstraat-14,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Cranendonck Makelaars,http://www.cranendonckmakelaars.nl,cranendonckmakelaars.nl,Cranendonck,Cranendonck,Cranendonck,Cranendonck,current_gemeente,,Noord-Brabant,https://www.cranendonckmakelaars.nl/aanbod/twee-onder-een-kapwoning-willem-alexanderlaan-36-maarheeze,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,100,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Assurantie- en Makelaarskantoor Swinkels B.V.,http://www.makelaardijswinkels.nl,makelaardijswinkels.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,https://www.makelaardijswinkels.nl/makelaardij/aanbod,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Bakens Makelaardij,http://www.bakensmakelaardij.nl,bakensmakelaardij.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,http://www.bakensmakelaardij.nl/aanbod/woningaanbod/helmond/koop/huis-10309030-Prins-Karelstraat-89,valid,existing_seed_url,75,url contains listing signal 'aanbod',0.85,false,seed,seed,90,valid,url contains listing signal 'aanbod',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,makelaardij,aanbod,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'aanbod' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
Door Martijn B.V.,http://www.door-martijn.nl,door-martijn.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,https://www.door-martijn.nl/ik-verkoop-een-huis,valid,existing_seed_url,75,url contains listing signal 'koop',0.85,false,seed,seed,70,valid,url contains listing signal 'koop',,,,,,,,,,,,,,,website_exists=true | makelaar_signals=koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'koop' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75
Hypodomus | Pieter Vriends,http://www.hypodomus-eindhoven.nl,hypodomus-eindhoven.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,20,missing,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=http://www.hypodomus-eindhoven.nl/aanbod,http://www.hypodomus-eindhoven.nl/woningaanbod,http://www.hypodomus-eindhoven.nl/koopwoningen"
NEO makelaars,https://www.neomakelaars.nl,neomakelaars.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,,missing,failed,0,missing aanbod_url,0.65,true,seed,seed,40,suspect,missing koopaanbod_url; missing aanbod_url,,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar | aanbod_url_status=missing | aanbod_url_reason=missing aanbod_url | aanbod_detection_method=failed | aanbod_detection_score=0 | suggested_aanbod_paths=https://www.neomakelaars.nl/aanbod,https://www.neomakelaars.nl/woningaanbod,https://www.neomakelaars.nl/koopwoningen"
Van Santvoort Makelaars b.v.,http://www.vansantvoort.nl,vansantvoort.nl,Deurne,Deurne,Deurne,Deurne,current_gemeente,,Noord-Brabant,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,existing_seed_url,75,url contains listing signal 'woningen',0.85,false,seed,seed,90,valid,url contains listing signal 'woningen',,,,,,,,,,,,,,,"website_exists=true | makelaar_signals=makelaar,woningen,koop | aanbod_url_status=valid | aanbod_url_reason=url contains listing signal 'woningen' | aanbod_detection_method=existing_seed_url | aanbod_detection_score=75"
